sr	ru	words	sr_id
Imate li pivo?	У вас есть пиво?	3	6960623
Imate li psa?	У вас есть собака?	3	4784592
Imaćemo dvonedeljni raspust.	У нас будут двухнедельные каникулы.	3	3440798
Imaću mnogo dece.	У меня будет много детей.	3	3471168
Imaću velikih poteškoća.	У меня будут большие трудности.	3	3344298
Imaću velikih problema.	У меня будут большие проблемы.	3	3340716
Imaš lepe oči.	У тебя красивые глаза.	3	3380046
Imaš li Fejsbuk?	У тебя есть Фейсбук?	3	4246899
Imaš li glavobolju?	У тебя болит голова?	3	3253752
Imaš li psa?	У тебя есть собака?	3	4784591
Imaš li sestre?	У тебя есть сёстры?	3	3438687
Imaš lošu narav.	У тебя плохой характер.	3	5039840
Imaš nešto protiv?	Ты что-то имеешь против?	3	5843294
Imaš plave usne.	У тебя губы синие.	3	3476198
Imaš čudesan glas.	У тебя чудесный голос.	3	3418509
Instikti me vode.	Я руководствуюсь инстинктами.	3	3478672
Ispekao sam hleb.	Я испёк хлеб.	3	6305255
Italija nije Grčka.	Италия не Греция.	3	4995353
Izgledaš veoma umorno.	Ты выглядишь очень усталым.	3	3426503
Izgledaš veoma umorno.	Ты выглядишь очень усталой.	3	3426503
Izgovara se ovako:	Произносится как:	3	4243519
Iznajmili smo stan.	Мы сняли квартиру.	3	3425449
Izvinite što kasnim.	Извините за опоздание.	3	5778914
Ja dobro pevam.	Я хорошо пою.	3	3265715
Ja igram hokej.	Я играю в хоккей.	3	5841834
Ja imam prijatelje.	У меня есть друзья.	3	3424928
Ja imam problem.	У меня проблема.	3	3650927
Ja mrzim matematiku.	Я ненавижу математику.	3	3748920
Ja mrzim pse.	Я ненавижу собак.	3	3644854
Ja ne grešim.	Я не ошибаюсь.	3	3437532
Ja ne pevam.	Я не пою.	3	3430778
Ja nisam Kanađanin.	Я не канадец.	3	3334744
Ja nisam filolog.	Я не филолог.	3	3435499
Ja nisam grofica.	Я не графиня.	3	5628243
Ja nisam lekar.	Я не врач.	3	2634771
Ja nisam nastavnica.	Я не преподавательница.	3	2332086
Ja nisam nastavnik.	Я не учитель.	3	2332085
Ja nisam nastavnik.	Я не преподаватель.	3	2332085
Ja nisam popularan.	Я не популярен.	3	3644851
Ja nisam profesor.	Я не учитель.	3	2332087
Ja nisam profesorka.	Я не учительница.	3	2332088
Ja nisam učenik.	Я не ученик.	3	797466
Ja nisam učitelj.	Я не учитель.	3	2332083
Ja nisam učiteljica.	Я не учительница.	3	2332084
Ja nisam vlasnik.	Я не хозяин.	3	4972114
Ja nisam ćelav.	Я не лысый.	3	3644980
Ja predajem geografiju.	Я преподаю географию.	3	3424891
Ja prodajem kafu.	Я продаю кофе.	3	5841798
Ja sam Berlinac.	Я берлинец.	3	3430953
Ja sam Gregor.	Я Грегор.	3	2149766
Ja sam Jorge.	Я Хорхе.	3	665331
Ja sam Kanađanin.	Я канадец.	3	4999323
Ja sam Kanađanka.	Я канадка.	3	4999324
Ja sam Zemljanin.	Я землянин.	3	3473654
Ja sam arheolog.	Я археолог.	3	3340738
Ja sam astronom.	Я астроном.	3	6960611
Ja sam ateista.	Я атеист.	3	3387268
Ja sam dobro.	Я в порядке.	3	3311719
Ja sam doktor.	Я доктор.	3	3392021
Ja sam heroj.	Я герой.	3	3285959
Ja sam lekar.	Я врач.	3	3440822
Ja sam lekar.	Я доктор.	3	3440822
Ja sam lekar.	Я медик.	3	3440822
Ja sam lekar.	Врач — это я.	3	3440822
Ja sam levoruk.	Я левша.	3	3300231
Ja sam mehaničar.	Я механик.	3	4264024
Ja sam monah.	Я монах.	3	3542480
Ja sam nastavnica.	Я преподавательница.	3	2332075
Ja sam nastavnik.	Я преподаватель.	3	2332074
Ja sam novinar.	Я журналист.	3	2708802
Ja sam odlučio.	Я решил.	3	3298950
Ja sam opasan.	Я опасен.	3	3370609
Ja sam oženjen.	Я женат.	3	3334485
Ja sam početnik.	Я начинающий.	3	5848245
Ja sam profesor.	Я учитель.	3	2332076
Ja sam profesorka.	Я учительница.	3	2332077
Ja sam snažan.	Я сильный.	3	3343547
Ja sam stranac.	Я иностранец.	3	3274495
Ja sam student.	Я студент.	3	2332068
Ja sam studentkinja.	Я студентка.	3	2332070
Ja sam trkač.	Я бегун.	3	4250168
Ja sam udata.	Я замужем.	3	3334486
Ja sam učenica.	Я ученица.	3	2332067
Ja sam učenik.	Я ученик.	3	2332066
Ja sam učitelj.	Я учитель.	3	2332072
Ja sam učitelj.	Я - учитель.	3	2332072
Ja sam učiteljica.	Я учительница.	3	2332073
Ja sam vegetarijanac.	Я вегетарианец.	3	5043643
Ja sam ćelava.	Я лысая.	3	3644984
Ja se slažem.	Я согласен.	3	3267413
Ja sporo čitam.	Я медленно читаю.	3	5628175
Ja sve znam.	Я знаю всё.	3	475316
Ja sve znam.	Я все знаю.	3	475316
Ja sve znam.	Я всё знаю.	3	475316
Ja sviram violinu.	Я играю на скрипке.	3	5603343
Ja to zaslužujem.	Я заслуживаю этого.	3	5848780
Ja volim tenis.	Я люблю теннис.	3	3314357
Je li čisto?	Оно чистое?	3	6924611
Jedan nož, nedostaje.	Одного ножа не хватает.	3	3313383
Jedem puno mesa.	Я ем много мяса.	3	4324233
Jesi li ručala?	Ты обедала?	3	4261848
Jesi li ručao?	Ты обедал?	3	4261847
Jesi li spavala?	Ты спала?	3	4258417
Jesi li spavao?	Ты спал?	3	4258416
Jesi li spreman?	Ты готов?	3	4371149
Jeste li spremni?	Вы готовы?	3	4371150
Kada dolaziš kući?	Когда ты придёшь домой?	3	3419236
Kada dolaziš kući?	Когда ты приходишь домой?	3	3419236
Kada je ručak?	Когда обед?	3	3380095
Kada je spremna.	Ванна готова.	3	3425913
Kada obično doručkuješ?	Когда ты обычно обедаешь?	3	3440736
Kada počinje film?	Когда начинается фильм?	3	3418915
Kada si jeo?	Когда ты ел?	3	3424517
Kada si rođen?	Когда ты родился?	3	3287651
Kada stižeš kući?	Когда ты будешь дома?	3	3302934
Kada će ručak?	Когда будет обед?	3	3380094
Kada ćemo jesti?	Когда будем есть?	3	3248305
Kafa ili čaj?	Кофе или чай?	3	3437801
Kafa je hladna.	Кофе холодный.	3	2499650
Kako ga zovu?	Как его зовут?	3	4972337
Kako ide posao?	Как идёт работа?	3	5843375
Kako je škola?	Как школа?	3	5843373
Kako lep automobil!	Какой красивый автомобиль!	3	5039827
Kako lepa kuća!	Какой красивый дом!	3	5002949
Kako ona izgleda?	Как она выглядит?	3	3495054
Kako se zoveš?	Как тебя зовут?	3	4308102
Kako si, Tome?	Как ты, Том?	3	4258406
Kakve probleme imaš?	Какие у тебя проблемы?	3	6401105
Kakvo fantastično jutro!	Какое фантастическое утро!	3	3395299
Kakvo glupo pitanje!	Какой глупый вопрос!	3	3429749
Kakvu kafu želite?	Какой кофе вы хотите?	3	884960
Kanada nije raj.	Канада не рай.	3	3434984
Kao i obično.	Как обычно.	3	3327882
Ken ima gitaru.	У Кена есть гитара.	3	885010
Kiša jako pada.	Идёт сильный дождь.	3	3384136
Knjiga je ovde.	Книга здесь.	3	3438804
Ko je prva?	Кто первая?	3	4993204
Ko je prvi?	Кто первый?	3	4993203
Ko je tamo?	Кто там стоит?	3	3243207
Ko je to?	Кто это?	3	3425087
Ko smo mi?	Кто мы?	3	5993481
Kod roditelja sam.	Я у родителей.	3	6593653
Koje jezike govoriš?	На каких языках ты говоришь?	3	3440834
Koji jezik govoriš?	На каком языке ты говоришь?	3	5806723
Kojim putem ideš?	Каким путём ты идёшь?	3	6148838
Koliko imate dece?	Сколько у вас детей?	3	3424525
Koliko imaš godina?	Сколько тебе лет?	3	5944876
Koliko imaš knjiga?	Сколько у тебя книг?	3	3284534
Koliko je sati?	Который час?	3	3243720
Koliko je sati?	Сколько времени?	3	3243720
Koliko jezika govoriš?	На скольких языках ты говоришь?	3	3419230
Koliko me voliš?	Как сильно ты меня любишь?	3	5909359
Koliko to košta?	Сколько это стоит?	3	3242663
Koliko vremena imam?	Сколько у меня времени?	3	5800252
Koliko živite ovde?	Сколько вы живёте здесь?	3	5909467
Kompjuter je nov.	Компьютер новый.	3	888583
Konačno je petak.	Наконец-то пятница.	3	3651134
Konj je žedan.	Лошадь хочет пить.	3	3402683
Konj je žedan.	Конь хочет пить.	3	3402683
Kornjače nemaju zube.	У черепах нет зубов.	3	5308538
Kosti formiraju skelet.	Кости образуют скелет.	3	3477618
Kreda je bela.	Мел белый.	3	5294836
Kupio je tepih.	Он купил ковёр.	3	13466280
Latinski nije težak.	Латынь не трудная.	3	3384080
Lav jede meso.	Лев ест мясо.	3	3284678
Lepota nije važna.	Красота не важна.	3	3357521
Limun je kiseo.	Лимон кислый.	3	3247826
Lingvistika je korisna.	Лингвистика полезна.	3	3484162
Ljubav pobeđuje sve.	Любовь побеждает всё.	3	5848752
Ljudi nemaju vremena.	У людей нет времени.	3	799194
Loš sam glumac.	Я плохой актёр.	3	3340748
Marija mrzi paukove.	Мария терпеть не может пауков.	3	3429971
Marija se ugojila.	Мария растолстела.	3	3368246
Mačka lovi miševe.	Кошка ловит мышей.	3	3478324
Mačke su pametne.	Кошки умные.	3	3424985
Mi mrzimo paukove.	Мы терпеть не можем пауков.	3	3429970
Mi neznamo ništa.	Мы не знаем ничего.	3	3267506
Mi smo prijatelji.	Мы друзья.	3	3648727
Mi smo studenti.	Мы студенты.	3	3296420
Mi smo susedi.	Мы соседи.	3	3306706
Mi znamo Mariju.	Мы знаем Марию.	3	3535361
Mislim da grešiš.	Думаю, что ты ошибаешься.	3	3425575
Mleko je prokislo.	Молоко прокисло.	3	4894718
Mleko lako prokisne.	Молоко легко прокисает.	3	4894715
Mogu li ući?	Я могу войти?	3	6593981
Mogu li ući?	Можно войти?	3	6593981
Molim te, dođi.	Пожалуйста, приходи.	3	5003677
Molim te, požuri.	Пожалуйста, поторопись.	3	5003512
Molim vas, napišite.	Пожалуйста, напишите.	3	5848027
Moram nešto popiti.	Мне нужно чего-нибудь выпить.	3	6936617
Moraš da ideš.	Ты должен идти.	3	3318100
Moraš da ideš.	Ты должна идти.	3	3318100
Moraš joj pomoći.	Ты должен ей помочь.	3	3291899
Moraš joj pomoći.	Ты должна ей помочь.	3	3291899
Moraš mi verovati.	Ты должна мне верить.	3	3283215
Moraš mi verovati.	Ты должен мне верить.	3	3283215
Možete li govoriti?	Вы можете говорить?	3	5819413
Možeš da ideš.	Можешь идти.	3	3359658
Na plaži sam.	Я на пляже.	3	4992682
Nada nije strategija.	Надежда - не стратегия.	3	3245392
Najviše volim jesen.	Я больше всего люблю осень.	3	3391470
Napisaću Vam pismo.	Я напишу Вам письмо.	3	5980303
Napisaću ti pismo.	Я напишу тебе письмо.	3	5980304
Napunio sam čašu.	Я наполнил стакан.	3	3650886
Napunio sam čašu.	Я наполнил бокал.	3	3650886
Naš voz kasni.	Наш поезд опаздывает.	3	3438819
Ne budi glup.	Не будь глупым.	3	3307039
Ne derite se.	Не кричите.	3	4996824
Ne govorim japanski.	Я не говорю по-японски.	3	3242662
Ne govorim turski.	Я не говорю по-турецки.	3	4249198
Ne izgledaš loše.	Ты выглядишь неплохо.	3	4256587
Ne krivim te.	Я тебя не виню.	3	3426477
Ne lažem te.	Я тебе не вру.	3	4972151
Ne lažem te.	Я тебе не лгу.	3	4972151
Ne ljuti se!	Не сердись!	3	828613
Ne optužujem te.	Я тебя не обвиняю.	3	3426478
Ne otvaraj prozor.	Не открывай окно.	3	2499659
Ne otvarajte ga.	Не открывайте его.	3	5024388
Ne pij vodu!	Не пей воду!	3	3278464
Ne razumem Nemački.	Я не понимаю по-немецки.	3	3244035
Ne razumem vas.	Я не понимаю вас.	3	3478051
Ne tako brzo!	Не так быстро!	3	3334747
Ne verujem ženama.	Я не верю женщинам.	3	5396814
Ne vidim ništa.	Я ничего не вижу.	3	3300894
Ne volim kafu.	Я не люблю кофе.	3	3425928
Ne volim kolače.	Я не люблю пирожные.	3	3284425
Ne zatvaraj oči.	Не закрывай глаза.	3	906395
Ne znam istinu.	Я не знаю правду.	3	3432858
Ne želimo tog.	Мы этого не хотим.	3	4253992
Nebo je plavo.	Небо голубое.	3	3245670
Nebo je plavo.	Небо синее.	3	3245670
Neizmerno ti hvala.	Огромное тебе спасибо.	3	3425064
Neko svira klavir.	Кто-то играет на пианино.	3	3394945
Nemam bliskih prijatelja.	У меня нет близких друзей.	3	3439273
Nemam dovoljno memorije.	Мне не хватает памяти.	3	3394640
Nemam mnogo prijatelja.	У меня немного друзей.	3	3439275
Nemam puno prijatelja.	У меня немного друзей.	3	4238274
Nemam sada novaca.	У меня сейчас нет денег.	3	3387251
Nemam tvoje čizme.	У меня нет твоих сапог.	3	3357648
Nemamo drugog izbora.	У нас нет другого выбора.	3	4971979
Nemaš sve činjenice.	У вас нет всех фактов.	3	3531363
Nemaš sve činjenice.	У тебя нет всех фактов.	3	3531363
Nemaš sve činjenice.	Ты не располагаешь всеми фактами.	3	3531363
Nemoj da buljiš.	Не пялься.	3	4996860
Nemoj da gledaš.	Не смотри.	3	4995905
Nemoj da govoriš.	Не говори.	3	4996841
Nemoj da lažeš.	Не ври.	3	4995909
Nemoj da lažeš.	Не лги.	3	4995909
Nemoj da odgovaraš.	Не отвечай.	3	4995891
Nemoj da odgovoriš.	Не отвечай.	3	4995892
Nemoj da pevaš.	Не пой.	3	4996827
Nemoj da preteraš.	Не преувеличивай.	3	4995927
Nemoj da preteruješ.	Не преувеличивай.	3	4995926
Nemoj da preuveličavaš.	Не преувеличивай.	3	4995933
Nemoj da pričaš!	Не разговаривай!	3	3254291
Nemoj da pričaš.	Не разговаривай.	3	4996846
Nemoj da razgovaraš.	Не разговаривай.	3	4996893
Nemoj da skačeš!	Не прыгай!	3	4995913
Nemoj da skačeš!	Не скачи!	3	4995913
Nemoj da vičeš.	Не кричи.	3	4996819
Nemoj da žuriš.	Не спеши.	3	4996815
Nemoj da žuriš.	Не торопись.	3	4996815
Nemoj zvati policiju.	Не вызывай полицию.	3	3301053
Nemojte da gledate.	Не смотрите.	3	4995907
Nemojte da govorite.	Не говорите.	3	4996843
