sr	ru	words	top2000	sr_id
Žedan sam.	Я хочу пить.	2	0	3243475
Žedna sam.	Я хочу пить.	2	0	5557579
Žene rade.	Женщины работают.	2	1	2499852
Amerika se vratila!	Америка вернулась!	3	0	13073286
Australija je ostrvo.	Австралия - это остров.	3	0	13679758
Auto je plav.	Машина синяя.	3	0	3334496
Baš si visok!	Ну и высокий же ты!	3	0	1091404
Bezbednost pre svega!	Безопасность прежде всего.	3	0	6385000
Bezbednost pre svega!	Безопасность превыше всего!	3	0	6385000
Bicikl je moj.	Велосипед мой.	3	0	3478048
Bila sam prljava.	Я была грязная.	3	0	8849031
Bila si moja.	Ты была моей.	3	1	11055433
Bile ste moje.	Вы были моими.	3	1	11055434
Bili smo poslednji.	Мы были последними.	3	1	5028634
Bili ste moji.	Вы были моими.	3	1	11055432
Bio sam učitelj.	Я был учителем.	3	0	3430712
Bio si moj.	Ты был моим.	3	1	11055431
Bio si zauzet.	Ты был занят.	3	1	8847909
Bitkoin je kriptovaluta.	Биткоин — это криптовалюта.	3	0	7010999
Bićeš potpuno bezbedan.	Ты будешь в полной безопасности.	3	0	6361140
Bićeš potpuno bezbedna.	Ты будешь в полной безопасности.	3	0	6361142
Bog ili priroda.	Бог или природа.	3	0	6937670
Bog je veliki.	Бог велик.	3	1	5557564
Bojim se igala.	Я боюсь иголок.	3	0	8809977
Bole me oči.	У меня болят глаза.	3	0	3477987
Boli me glava.	У меня болит голова.	3	1	3243462
Boli me grlo.	У меня болит горло.	3	0	3275306
Boli te glava?	У тебя болит голова?	3	1	7014785
Bolnica je prepuna.	Госпиталь переполнен.	3	0	3455076
Cena nije bitna.	Цена не имеет значения.	3	0	665363
Cene su pale.	Цены упали.	3	0	3243930
Da ili ne?	Да или нет?	3	1	3334520
Da li kašljete?	Вы кашляете?	3	0	1142587
Da li pušite?	Вы курите?	3	0	3253701
Da li razumeš?	Ты понимаешь?	3	1	3047056
Da li siguran?	Ты уверен?	3	1	3243718
Da, volim to!	Да, я это люблю!	3	1	5894271
Daj mi broj.	Дай мне номер.	3	1	3244167
Daj mi kašiku.	Дай мне ложку.	3	0	4790584
Daj mi mač.	Дай мне меч.	3	0	4781276
Daj mi mleko.	Дай мне молоко.	3	0	6294001
Daj mi olovku.	Дай мне карандаш.	3	0	4783004
Daješ loš primer.	Ты подаёшь плохой пример.	3	0	3425542
Dajte hranu beskućnicima.	Дайте еды бездомным.	3	0	3362176
Dajte mi kašiku.	Дайте мне ложку.	3	0	4790585
Dakle, šta misliš?	Итак, что думаешь?	3	1	5778822
Dan je sunčan.	День солнечный.	3	0	1261893
Dan se završava.	День заканчивается.	3	0	3314326
Danas je hladno.	Сегодня холодно.	3	1	3503790
Danas je oblačno.	Сегодня облачно.	3	0	1070683
Danas je ponedeljak.	Сегодня понедельник.	3	0	1051837
Danas je vruće.	Сегодня жарко.	3	0	3292476
Danas nema vetra.	Сегодня нет ветра.	3	0	3248309
Danas nemam domaći.	Сегодня у меня нет домашней работы.	3	0	6728732
Danas nemam domaći.	Сегодня у меня нет домашки.	3	0	6728732
Danas očekujem klijenta.	Сегодня я ожидаю клиента.	3	0	3391272
Danas pada sneg.	Сегодня идёт снег.	3	0	2135763
Danas prekrasno izgledaš!	Сегодня ты прекрасно выглядишь!	3	0	1091406
Danas sam slobodan.	Сегодня я свободен.	3	1	3307021
Danas sunce sija.	Сегодня светит солнце.	3	0	1261861
Deca vole pustolovine.	Дети любят приключения.	3	0	1042348
Delovao je iskreno.	Он казался честным.	3	0	11057721
Devojka jede hleb.	Девочка ест хлеб.	3	0	6334110
Devojka vidi dečaka.	Девочка видит мальчика.	3	0	5635185
Devojke su spavale.	Девушки спали.	3	0	4249129
Devojčica ima temperaturu.	У девочки температура.	3	0	1484569
Dečko, isplazi jezik!	Мальчик, покажи язык!	3	0	1183365
Dobro. A ti?	Хорошо. А ты?	3	1	476818
Dobro. A vi?	Хорошо. А вы?	3	1	476817
Dodaj još vode.	Добавь ещё воды.	3	0	5024382
Dodajte još vode.	Добавьте ещё воды.	3	0	5024383
Doktor zna sve.	Доктор знает всё.	3	1	5396806
Doktor zna sve.	Доктор всё знает.	3	1	5396806
Dolaziš li, Tome?	Ты придёшь, Том?	3	0	4371176
Doneću ti nešto.	Я тебе кое-что принесу.	3	0	4254003
Dopadaš mi se.	Ты мне нравишься.	3	0	7030676
Dosadno mi je.	Мне скучно.	3	0	3669334
Dosta s guranjem.	Хватит толкаться.	3	0	11057646
Dragi moj prijatelju!	Дорогие мои друзья!	3	1	1280752
Drvo dobro gori.	Дерево хорошо горит.	3	0	1505742
Drvo lako gori.	Дерево легко загорается.	3	0	3351973
Držala je kišobran.	Она держала зонтик.	3	0	3393542
Emili je Engleskinja.	Эмили - англичанка.	3	0	2925892
Evo nešto interesantno.	Вот кое-что интересное.	3	0	3395326
Evo šta mislim.	Вот что я думаю.	3	1	5002292
Fali nam nešto.	Нам чего-то не хватает.	3	0	3304184
Gde je biletarnica?	Где касса?	3	0	3402150
Gde je hotel?	Где гостиница?	3	1	2499652
Gde je kelner?	Где официант?	3	0	3357157
Gde je knjiga?	Где книга?	3	1	3334500
Gde je Lori?	Где Лори?	3	0	2499649
Gde je Misisipi?	Где находится Миссисипи?	3	0	3314359
Gde je muzej?	Где музей?	3	0	1053787
Gde je studentkinja?	Где студентка?	3	0	5294773
Gde je Teheran?	Где находится Тегеран?	3	0	3282889
Gde je Tom?	Где Том?	3	1	12402898
Gde je votka?	Где водка?	3	0	3298602
Gde je žena?	Где женщина?	3	1	6960614
Gde on živi?	Где он живёт?	3	1	3295056
Gde sam pogrešila?	Где я ошиблась?	3	0	4449861
Gde sam pogrešio?	Где я ошибся?	3	0	4449860
Gde sam sad?	Где я сейчас?	3	1	5843314
Gde sam sada?	Где я сейчас?	3	1	5843312
Gde si bio?	Где ты был?	3	1	3429996
Gde si radila?	Где ты работала?	3	1	4986885
Gde si radio?	Где ты работал?	3	1	4986884
Gde si sad?	Где ты сейчас?	3	1	5843305
Gde si sada?	Где ты сейчас?	3	1	5039825
Gde si ti?	Где ты?	3	1	396724
Gde smo sad?	Где мы сейчас?	3	1	5843310
Gde smo sada?	Где мы сейчас?	3	1	5843307
Gde ste radili?	Где вы работали?	3	1	4986886
Gde su noževi?	Где ножи?	3	0	900758
Gde su roditelji?	Где родители?	3	1	3344183
Gde su rukavice?	Где перчатки?	3	0	3370808
Gde su rukavice?	Где рукавицы?	3	0	3370808
Gde su viljuške?	Где вилки?	3	0	3292581
Gde su žirafe?	Где жирафы?	3	0	2499863
Gde svi idu?	Куда все идут?	3	1	3357152
Gde vi živite?	Где вы живёте?	3	0	1312278
Glasnije, molim te.	Громче, пожалуйста.	3	0	5003564
Godine su protekle.	Прошли годы.	3	0	1057376
Godine su prošle.	Прошли годы.	3	1	5003642
Golub simbolizuje mir.	Голубь символизирует мир.	3	0	1053636
Gore je nebo.	Сверху небо.	3	0	1266647
Gospodine, moj šešir!	Господин, моя шляпа!	3	0	3254293
Govorite li engleski?	Вы говорите по-английски?	3	0	3382591
Govoriš li Italijanski?	Ты говоришь по-итальянски?	3	0	3298587
Govoriš li Latinski?	Ты говоришь на латыни?	3	0	3341497
Grešim li ikada?	Я когда-нибудь ошибаюсь?	3	0	4324455
Hajde, pomozi mi.	Давай, помоги мне.	3	1	4449678
Hajdemo po kafu.	Пойдём кофе попьём.	3	1	4253974
Heder mi veruje.	Хизер верит мне.	3	0	2782796
Heljda je poskupela.	Гречка подорожала.	3	0	3650891
Hladno mi je.	Мне холодно.	3	1	6895806
Hodao je brzo.	Он быстро шёл.	3	0	11057708
Hoće li umreti?	Он умрёт?	3	1	11057717
Hoće neko pivo?	Кто-нибудь хочет пива?	3	1	4324607
Hoće neko pivo?	Кто-нибудь хочет пиво?	3	1	4324607
Hoćete li bananu?	Вы хотите банана?	3	0	3503793
Hoćeš li bananu?	Ты хочешь банана?	3	0	3503794
Hoćeš li ribe?	Хочешь рыбы?	3	0	3430782
Hoću da spavam!	Я спать хочу!	3	1	3547622
Hvala na informaciji.	Спасибо за информацию.	3	0	3244099
Hvala na komentaru.	Спасибо за комментарий.	3	0	3350398
Hvala na poklonu.	Спасибо за подарок.	3	0	6316119
Hvala na pozivu.	Спасибо за приглашение.	3	0	6369113
Hvala vam puno!	Большое вам спасибо!	3	1	5806622
Hvala. Dobro sam.	Спасибо, хорошо.	3	1	884783
I malo hleba.	И немного хлеба.	3	0	1166821
I ti, Brute?	И ты, Брут?	3	0	478013
Idem da pecam.	Я иду рыбачить.	3	0	10688967
Idem na plažu.	Я иду на пляж.	3	0	4250142
Idem na plažu.	Я пойду на пляж.	3	0	4250142
Idem na putovanje.	Я еду путешествовать.	3	1	4782117
Idem u bioskop.	Я иду в кино.	3	0	3293162
Idemo li kući?	Мы идём домой?	3	1	4333664
Idemo po Toma.	Мы сходим за Томом.	3	0	4247095
Idemo u pozorište.	Мы идём в театр.	3	0	3418950
Idemo u pozorište.	Мы ходим в театр.	3	0	3418950
Idi da pogledaš.	Иди посмотри.	3	0	4324582
Idi prvo ti.	Иди сначала ты.	3	1	3246279
Idite da pogledate.	Идите посмотрите.	3	0	4324583
Igrao sam fudbal.	Я играл в футбол.	3	0	3248255
Ima mnogo posla.	Работы много.	3	1	3275085
Ima oko trideset.	Ему около тридцати.	3	0	7310239
Ima oko trideset.	Ей около тридцати.	3	0	7310239
Ima ukus buđi.	У него вкус плесени.	3	0	11055428
Ima ukus buđi.	У неё вкус плесени.	3	0	11055428
Imam belog konja.	У меня есть белый конь.	3	0	3317304
Imam crne oči.	У меня чёрные глаза.	3	0	3314349
Imam dobru intuiciju.	У меня хорошая интуиция.	3	0	3342553
Imam dosadan posao.	У меня скучная работа.	3	0	3424930
Imam dva automobila.	У меня два автомобиля.	3	0	3425849
Imam dva cveta.	У меня есть два цветка.	3	0	2931650
Imam dva cveta.	У меня два цветка.	3	0	2931650
Imam dve mačke.	У меня две кошки.	3	0	3081398
Imam dve ćerke.	У меня две дочери.	3	0	3265620
Imam li nož?	У меня есть нож?	3	1	6567915
Imam loš mamurluk.	У меня тяжелое похмелье.	3	0	4274693
Imam mnogo prijatelja.	У меня много друзей.	3	1	3245539
Imam nekoliko prijatelja.	У меня есть несколько друзей.	3	1	6947300
Imam ogromne probleme.	У меня огромные проблемы.	3	0	3432881
Imam osamnaest godina.	Мне восемнадцать лет.	3	0	1085904
Imam ozbiljno pitanje.	У меня есть серьёзный вопрос.	3	1	5024423
Imam ozbiljno pitanje.	У меня серьёзный вопрос.	3	1	5024423
Imam plave oči.	У меня голубые глаза.	3	0	3435556
Imam sopstveni kompjuter.	У меня есть собственный компьютер.	3	0	8895236
Imam svoj kompjuter.	У меня есть свой компьютер.	3	0	8895234
Imam težak dan.	У меня тяжёлый день.	3	1	4258205
Imam tvoju adresu.	У меня есть твой адрес.	3	0	8840459
Imam velikog psa.	У меня есть большая собака.	3	1	3350424
Imam velikog psa.	У меня большая собака.	3	1	3350424
Imamo dva sina.	У нас два сына.	3	1	3412962
Imamo dva televizora.	У нас два телевизора.	3	0	3425009
Imamo dvoje dece.	У нас двое детей.	3	1	706338
Imamo petoro dece.	У нас пятеро детей.	3	0	3362109
Imamo puno hrane.	У нас много еды.	3	1	4251424
Imamo tri dečaka.	У нас три мальчика.	3	0	8894485
Imate li pitanja?	У вас есть вопросы?	3	1	3253699
Imate li pivo?	У вас есть пиво?	3	1	6960895
Imate li psa?	У вас есть собака?	3	1	4784592
Imate trideset dana.	У вас тридцать дней.	3	0	6902437
Imaćemo dvonedeljni raspust.	У нас будут двухнедельные каникулы.	3	0	3440798
Imaću mnogo dece.	У меня будет много детей.	3	0	3471168
Imaću velikih poteškoća.	У меня будут большие трудности.	3	0	3344298
Imaću velikih problema.	У меня будут большие проблемы.	3	0	3340716
Imaš lepe oči.	У тебя красивые глаза.	3	0	3380046
Imaš li Fejsbuk?	У тебя есть Фейсбук?	3	0	4246899
Imaš li glavobolju?	У тебя болит голова?	3	0	3253752
Imaš li olovku?	У тебя есть с собой карандаш?	3	0	1657924
Imaš li pasoš?	У тебя есть паспорт?	3	0	1097809
Imaš li psa?	У тебя есть собака?	3	1	4784591
Imaš li sestre?	У тебя есть сёстры?	3	1	3438687
Imaš lošu narav.	У тебя плохой характер.	3	0	5039840
Imaš nešto protiv?	Ты что-то имеешь против?	3	1	5843294
Imaš plave usne.	У тебя губы синие.	3	0	3476198
Imaš čudesan glas.	У тебя чудесный голос.	3	0	3418509
Instikti me vode.	Я руководствуюсь инстинктами.	3	0	3478672
Ispekao sam hleb.	Я испёк хлеб.	3	0	6334116
Ispustio je dušu.	Он испустил дух.	3	0	6952696
Istorija se ponavlja.	История повторяется.	3	0	1073913
Istovarili su brod.	Они разгрузили корабль.	3	0	1060517
Italija nije Grčka.	Италия не Греция.	3	0	4995353
Izgledaš veoma umorno.	Ты выглядишь очень усталым.	3	0	3426503
Izgledaš veoma umorno.	Ты выглядишь очень усталой.	3	0	3426503
Iznajmili smo stan.	Мы сняли квартиру.	3	0	3425449
Izvinite što kasnim.	Извините за опоздание.	3	1	5778914
Ja dobro pevam.	Я хорошо пою.	3	0	3265715
Ja igram hokej.	Я играю в хоккей.	3	0	5863913
Ja imam prijatelje.	У меня есть друзья.	3	1	3424928
Ja imam problem.	У меня проблема.	3	1	3650927
Ja imam računar.	У меня есть компьютер.	3	0	1124496
Ja mrzim matematiku.	Я ненавижу математику.	3	0	3748920
Ja mrzim pse.	Я ненавижу собак.	3	0	3644854
Ja ne grešim.	Я не ошибаюсь.	3	0	3437532
Ja ne pevam.	Я не пою.	3	0	3430778
Ja nemam novca.	У меня нет денег.	3	1	1102221
Ja nisam bogat.	Я не богат.	3	0	6900203
Ja nisam filolog.	Я не филолог.	3	0	3435499
Ja nisam grofica.	Я не графиня.	3	0	5628243
Ja nisam Kanađanin.	Я не канадец.	3	0	3334744
Ja nisam lekar.	Я не врач.	3	0	2634771
Ja nisam nastavnica.	Я не преподавательница.	3	0	2332086
Ja nisam nastavnik.	Я не учитель.	3	0	2332085
Ja nisam nastavnik.	Я не преподаватель.	3	0	2332085
Ja nisam pevač.	Я не певец.	3	0	8874149
Ja nisam popularan.	Я не популярен.	3	0	3644851
Ja nisam profesor.	Я не учитель.	3	0	2332087
Ja nisam profesorka.	Я не учительница.	3	0	2332088
Ja nisam učenik.	Я не ученик.	3	0	797466
Ja nisam učitelj.	Я не учитель.	3	0	2332083
Ja nisam učiteljica.	Я не учительница.	3	0	2332084
Ja nisam vlasnik.	Я не хозяин.	3	0	4972114
Ja nisam vojnik.	Я не солдат.	3	0	12405813
Ja nisam zaboravio.	Я не забыл.	3	1	396735
Ja nisam ćelav.	Я не лысый.	3	0	3644980
Ja pamtim sve.	Я помню всё.	3	0	1081264
Ja pijem kafu.	Я пью кофе.	3	0	1113734
Ja predajem geografiju.	Я преподаю географию.	3	0	3424891
Ja preporučujem engleski.	Я предпочитаю английский.	3	0	1127257
Ja prodajem kafu.	Я продаю кофе.	3	0	5841973
Ja radim ovde.	Я работаю здесь.	3	1	1097793
Ja sam arheolog.	Я археолог.	3	0	3340738
Ja sam astronom.	Я астроном.	3	0	6960924
Ja sam ateista.	Я атеист.	3	0	3387268
